date,parent,child
2020-06-03 4:00:00,10001,463154
2020-06-03 4:20:00,10001,463164
2020-06-04 1:00:00,10001,463165
2020-06-04 17:00:00,10001,463166
2020-06-05 1:00:00,1000,19763
2020-06-06 1:00:00,10001,9944
2020-06-06 17:00:00,10001,9949
2020-06-07 1:00:00,10001,9966
2020-06-07 17:00:00,10001,9974
2020-06-08 1:00:00,10001,9982
2020-06-09 1:00:00,10001,9983
2020-06-09 9:00:00,10001,9985
2020-06-09 17:00:00,10001,9989
2020-06-09 18:00:00,10001,9996
2020-06-09 23:00:00,1000,20
2020-06-10 1:00:00,10002,107
2020-06-10 17:00:00,10002,119223
2020-06-11 0:00:00,10002,255071
2020-06-11 0:02:00,10002,463167
2020-06-11 0:04:00,10002,463168
2020-06-11 0:06:00,10002,463169
2020-06-11 0:08:00,10002,463170
2020-06-11 0:10:00,10002,463171
2020-06-11 0:12:00,10002,463172
2020-06-11 0:14:00,10002,463173
2020-06-11 0:16:00,10002,463174
2020-06-11 0:18:00,10002,463175
2020-06-11 0:20:00,10002,463176
2020-06-11 0:22:00,10002,463177
2020-06-11 0:24:00,10002,463178
2020-06-11 0:26:00,10002,463179
2020-06-11 0:28:00,10002,463180
2020-06-11 0:30:00,10002,463181
2020-06-11 0:32:00,10002,463182
2020-06-11 0:34:00,10002,463183
2020-06-11 0:36:00,10002,463184
2020-06-11 0:38:00,10002,463185
2020-06-11 0:40:00,10002,463186
2020-06-11 0:42:00,10002,463187
2020-06-11 0:44:00,10002,463188
2020-06-11 0:46:00,1000,26740
2020-06-11 0:48:00,10002,91671
2020-06-11 0:50:00,1000,29212
2020-06-11 0:52:00,10003,107
2020-06-11 0:54:00,10003,108984
2020-06-11 0:56:00,10003,16116
2020-06-11 0:58:00,10003,242254
2020-06-11 1:00:00,10003,242321
2020-06-11 1:02:00,10003,271950
2020-06-11 1:04:00,10003,279365
2020-06-11 1:06:00,10003,32017
2020-06-11 1:08:00,10003,32320
2020-06-11 1:10:00,10003,41520
2020-06-11 1:12:00,10003,415838
2020-06-11 1:14:00,10003,42032
2020-06-11 1:16:00,10003,43882
2020-06-11 1:18:00,10003,463221
2020-06-11 1:20:00,10003,463222
2020-06-11 1:22:00,10003,463223
2020-06-11 1:24:00,10003,463224
2020-06-11 1:26:00,10003,463225
2020-06-11 1:28:00,10003,463226
2020-06-11 1:30:00,10003,463227
2020-06-11 1:32:00,10003,463228
2020-06-11 1:34:00,10003,463229
2020-06-11 1:36:00,10003,463230
2020-06-11 1:38:00,10003,463231
2020-06-11 1:40:00,10003,463232
2020-06-11 1:42:00,10003,463233
2020-06-11 1:44:00,10003,463234
2020-06-11 1:46:00,10003,58045
2020-06-11 1:48:00,10003,67471
2020-06-11 1:50:00,1000,37556
2020-06-11 1:52:00,10003,8208
2020-06-11 1:54:00,10003,8422
2020-06-11 1:56:00,10003,88801
2020-06-11 1:58:00,10004,107
2020-06-11 2:00:00,10004,30013
2020-06-11 2:02:00,10004,357032
2020-06-11 2:04:00,10004,380759
2020-06-11 2:06:00,10004,463204
2020-06-11 2:08:00,10004,463205
2020-06-11 2:10:00,10004,463206
2020-06-11 2:12:00,10004,463207
2020-06-11 2:14:00,10004,463208
2020-06-11 2:16:00,10004,463209
2020-06-11 2:18:00,10004,463210
2020-06-11 2:20:00,10004,463211
2020-06-11 2:22:00,10004,463212
2020-06-11 2:24:00,10004,463213
2020-06-11 2:26:00,10004,463214
2020-06-11 2:28:00,10004,463215
2020-06-11 2:30:00,10004,463216
2020-06-11 2:32:00,10004,463217
2020-06-11 2:34:00,10004,463218
2020-06-11 2:36:00,10004,463219
2020-06-11 2:38:00,10004,463220
2020-06-11 2:40:00,1000,49208
2020-06-11 2:42:00,10004,9974
2020-06-11 2:44:00,10004,9985
2020-06-11 2:46:00,10004,9986
2020-06-11 2:48:00,10004,9992
2020-06-11 2:50:00,10005,10047
2020-06-11 2:52:00,10005,10082
2020-06-11 2:54:00,10005,102442
2020-06-11 2:56:00,10005,103687
2020-06-11 2:58:00,10005,105
2020-06-11 3:00:00,10005,10588
2020-06-11 3:02:00,10005,109435
2020-06-11 3:04:00,10005,109482
2020-06-11 3:06:00,10005,109518
2020-06-11 3:08:00,10005,12103
2020-06-11 3:10:00,10005,158137
2020-06-11 3:12:00,10005,16489
2020-06-11 3:14:00,10005,16510
2020-06-11 3:16:00,10005,176584
2020-06-11 3:18:00,10005,179975
2020-06-11 3:19:59,10005,193894
2020-06-11 3:21:59,10005,20665
2020-06-11 3:23:59,10005,20838
2020-06-11 3:25:59,10005,223708
2020-06-11 3:27:59,10005,231028
2020-06-11 3:29:59,10005,238246
2020-06-11 3:31:59,10005,240949
2020-06-11 3:33:59,10005,243095
2020-06-11 3:35:59,10005,248720
2020-06-11 3:37:59,10005,256241
2020-06-11 3:39:59,10005,257227
2020-06-11 3:41:59,10005,262287
2020-06-11 3:43:59,10005,266493
2020-06-11 3:45:59,10005,275
2020-06-11 3:47:59,10005,278870
2020-06-11 3:49:59,10005,293776
2020-06-11 3:51:59,10005,30133
2020-06-11 3:53:59,10005,308062
2020-06-11 3:55:59,10005,317086
2020-06-11 3:57:59,10005,320319
2020-06-11 3:59:59,10005,32051
2020-06-11 4:01:59,10005,32394
2020-06-11 4:03:59,10005,32599
2020-06-11 4:05:59,10005,33909
2020-06-11 4:07:59,10005,342589
2020-06-11 4:09:59,10005,342695
2020-06-11 4:11:59,10005,348032
2020-06-11 4:13:59,10005,350166
2020-06-11 4:15:59,10005,351676
2020-06-11 4:17:59,10005,354866
2020-06-11 4:19:59,10005,37909
2020-06-11 4:21:59,10005,386591
2020-06-11 4:23:59,10005,38871
2020-06-11 4:25:59,10005,392137
2020-06-11 4:27:59,10005,39772
2020-06-11 4:29:59,10005,443844
2020-06-11 4:31:59,10005,463329
2020-06-11 4:33:59,10005,463330
2020-06-11 4:35:59,10005,463331
2020-06-11 4:37:59,10005,463332
2020-06-11 4:39:59,10005,463333
2020-06-11 4:41:59,10005,463334
2020-06-11 4:43:59,10005,463335
2020-06-11 4:45:59,10005,463336
2020-06-11 4:47:59,10005,463337
2020-06-11 4:49:59,10005,463338
2020-06-11 4:51:59,10005,463339
2020-06-11 4:53:59,10005,463340
2020-06-11 4:55:59,10005,463341
2020-06-11 4:57:59,10005,463342
2020-06-11 4:59:59,10005,463343
2020-06-11 5:01:59,10005,463344
2020-06-11 5:03:59,10005,463345
2020-06-11 5:05:59,10005,463346
2020-06-11 5:07:59,10005,463347
2020-06-11 5:09:59,10005,463348
2020-06-11 5:11:59,10005,463349
2020-06-11 5:13:59,10005,48922
2020-06-11 5:15:59,10005,49189
2020-06-11 5:17:59,10005,57739
2020-06-11 5:19:59,10005,57919
2020-06-11 5:21:59,10005,5899
2020-06-11 5:23:59,10005,64609
2020-06-11 5:25:59,10005,77672
2020-06-11 5:27:59,10005,78064
2020-06-11 5:29:59,10005,79772
2020-06-11 5:31:59,10005,81028
2020-06-11 5:33:59,10005,84681
2020-06-11 5:35:59,10005,85545
2020-06-11 5:37:59,10005,86480
2020-06-11 5:39:59,10005,88198
2020-06-11 5:41:59,10005,94887
2020-06-11 5:43:59,10005,97624
2020-06-11 5:45:59,10006,10030
2020-06-11 5:47:59,10006,10082
2020-06-11 5:49:59,10006,102503
2020-06-11 5:51:59,10006,102770
2020-06-11 5:53:59,10006,10306
2020-06-11 5:55:59,10006,103933
2020-06-11 5:57:59,10006,10482
2020-06-11 5:59:59,10006,105
2020-06-11 6:01:59,10006,10524
2020-06-11 6:03:59,10006,10588
2020-06-11 6:05:59,10006,106539
2020-06-11 6:07:59,10006,106766
2020-06-11 6:09:59,10006,107465
2020-06-11 6:11:59,10006,107488
2020-06-11 6:13:59,10006,107918
2020-06-11 6:15:59,10006,10891
2020-06-11 6:17:59,10006,108915
2020-06-11 6:19:59,10006,108941
2020-06-11 6:21:59,10006,108964
2020-06-11 6:23:59,10006,108970
2020-06-11 6:25:59,10006,115784
2020-06-11 6:27:59,10006,11600
2020-06-11 6:29:59,10006,11632
2020-06-11 6:31:59,10006,117442
2020-06-11 6:33:59,10006,11892
2020-06-11 6:35:59,10006,12359
2020-06-11 6:37:59,10006,12371
2020-06-11 6:39:59,10006,12592
2020-06-11 6:41:59,10006,12641
2020-06-11 6:43:59,10006,126595
2020-06-11 6:45:59,10006,12905
2020-06-11 6:47:59,10006,133288
2020-06-11 6:49:59,10006,13357
2020-06-11 6:51:59,10006,13434
2020-06-11 6:53:59,10006,13495
2020-06-11 6:55:59,10006,13556
2020-06-11 6:57:59,10006,13654
2020-06-11 6:59:59,10006,13755
2020-06-11 7:01:59,10006,138023
2020-06-11 7:03:59,10006,138916
2020-06-11 7:05:59,10006,140209
2020-06-11 7:07:59,10006,14056
2020-06-11 7:09:59,10006,14108
2020-06-11 7:11:59,10006,142499
2020-06-11 7:13:59,10006,14308
2020-06-11 7:15:59,10006,14512
2020-06-11 7:17:59,10006,14597
2020-06-11 7:19:59,10006,16357
2020-06-11 7:21:59,10006,163881
2020-06-11 7:23:59,10006,16393
2020-06-11 7:25:59,10006,16578
2020-06-11 7:27:59,10006,16617
2020-06-11 7:29:59,10006,16672
2020-06-11 7:31:59,10006,16723
2020-06-11 7:33:59,10006,16742
2020-06-11 7:35:59,10006,16749
2020-06-11 7:37:59,10006,16777
2020-06-11 7:39:59,10006,16817
2020-06-11 7:41:59,10006,16857
2020-06-11 7:43:59,10006,16861
2020-06-11 7:45:59,10006,16911
2020-06-11 7:47:59,10006,16924
2020-06-11 7:49:59,10006,170142
2020-06-11 7:51:59,10006,170353
2020-06-11 7:53:59,10006,170515
2020-06-11 7:55:59,10006,17608
2020-06-11 7:57:59,10006,176482
2020-06-11 7:59:59,10006,180165
2020-06-11 8:01:59,10006,18045
2020-06-11 8:03:59,10006,18267
2020-06-11 8:05:59,10006,189509
2020-06-11 8:07:59,10006,19047
2020-06-11 8:09:59,10006,19071
2020-06-11 8:11:59,10006,190858
2020-06-11 8:13:59,10006,19759
2020-06-11 8:15:59,10006,19771
2020-06-11 8:17:59,10006,20301
2020-06-11 8:19:59,10006,20364
2020-06-11 8:21:59,10006,206690
2020-06-11 8:23:59,10006,20682
2020-06-11 8:25:59,10006,20704
2020-06-11 8:27:59,10006,213127
2020-06-11 8:29:59,10006,213241
2020-06-11 8:31:59,10006,213437
2020-06-11 8:33:59,10006,213468
2020-06-11 8:35:59,10006,213511
2020-06-11 8:37:59,10006,213529
2020-06-11 8:39:59,10006,214263
2020-06-11 8:41:59,10006,21977
2020-06-11 8:43:59,10006,220181
2020-06-11 8:45:59,10006,221014
2020-06-11 8:47:59,10006,221085
2020-06-11 8:49:59,10006,22204
2020-06-11 8:51:59,10006,222105
2020-06-11 8:53:59,10006,222188
2020-06-11 8:55:59,10006,222310
2020-06-11 8:57:59,10006,222434
2020-06-11 8:59:59,10006,224380
2020-06-11 9:01:59,10006,224591
2020-06-11 9:03:59,10006,224596
2020-06-11 9:05:59,10006,224597
2020-06-11 9:07:59,10006,2339
2020-06-11 9:09:59,10006,23419
2020-06-11 9:11:59,10006,234405
2020-06-11 9:13:59,10006,23703
2020-06-11 9:15:59,10006,23728
2020-06-11 9:17:59,10006,241546
2020-06-11 9:19:59,10006,243123
2020-06-11 9:21:59,10006,244069
2020-06-11 9:23:59,10006,245749
2020-06-11 9:25:59,10006,25089
2020-06-11 9:27:59,10006,25123
2020-06-11 9:29:59,10006,251577
2020-06-11 9:31:59,10006,254077
2020-06-11 9:33:59,10006,25481
2020-06-11 9:35:59,10006,25722
2020-06-11 9:37:59,10006,25773
2020-06-11 9:39:59,10006,25942
2020-06-11 9:41:59,10006,26242
2020-06-11 9:43:59,10006,263419
2020-06-11 9:45:59,10006,26432
2020-06-11 9:47:59,10006,268888
2020-06-11 9:49:59,10006,27027
2020-06-11 9:51:59,10006,27041
2020-06-11 9:53:59,10006,27496
2020-06-11 9:55:59,10006,275
2020-06-11 9:57:59,10006,27642
2020-06-11 9:59:58,10006,27726
2020-06-11 10:01:58,10006,28110
2020-06-12 0:00:00,10006,282784
2020-06-12 0:05:00,10006,283037
2020-06-12 0:10:00,10006,28460
2020-06-12 0:15:00,10006,284802
2020-06-12 0:20:00,10006,2877
2020-06-12 0:25:00,10006,287853
2020-06-12 0:30:00,10006,28885
2020-06-12 0:35:00,10006,289395
2020-06-12 0:40:00,10006,28957
2020-06-12 0:45:00,10006,293586
2020-06-12 0:50:00,10006,293623
2020-06-12 0:55:00,10006,295639
2020-06-12 1:00:00,10006,295786
2020-06-12 1:05:00,10006,29640
2020-06-12 1:10:00,10006,298243
2020-06-12 1:15:00,10006,29970
2020-06-12 1:20:00,10006,304068
2020-06-12 1:25:00,10006,30452
2020-06-12 1:30:00,10006,30725
2020-06-12 1:35:00,10006,308644
2020-06-12 1:40:00,10006,312791
2020-06-12 1:45:00,10006,318191
2020-06-12 1:50:00,10006,31875
2020-06-12 1:55:00,10006,32051
2020-06-12 2:00:00,10006,32085
2020-06-12 2:05:00,10006,320916
2020-06-12 2:10:00,10006,320933
2020-06-12 2:15:00,10006,32257
2020-06-12 2:20:00,10006,32309
2020-06-12 2:25:00,10006,32589
2020-06-12 2:30:00,10006,32616
2020-06-12 2:35:00,10006,32628
2020-06-12 2:40:00,10006,32663
2020-06-12 2:45:00,10006,32678
2020-06-12 2:50:00,10006,32679
2020-06-12 2:55:00,10006,32691
2020-06-12 3:00:00,10006,327
2020-06-12 3:05:00,10006,32703
2020-06-12 3:10:00,10006,32712
2020-06-12 3:15:00,10006,32758
2020-06-12 3:20:00,10006,3277
2020-06-12 3:25:00,10006,32787
2020-06-12 3:30:00,10006,32985
2020-06-12 3:35:00,10006,33079
2020-06-12 3:40:00,10006,33252
2020-06-12 3:45:00,10006,33413
2020-06-12 3:50:00,10006,33565
2020-06-12 3:55:00,10006,336204
2020-06-12 4:00:00,10006,33923
2020-06-12 4:05:00,10006,33943
2020-06-12 4:10:00,10006,339832
2020-06-12 4:15:00,10006,339998
2020-06-12 4:20:00,10006,341089
2020-06-12 4:25:00,10006,34562
2020-06-12 4:30:00,10006,34582
2020-06-12 4:35:00,10006,354529
2020-06-12 4:40:00,10006,35459
2020-06-12 4:45:00,10006,355282
2020-06-12 4:50:00,10006,356352
2020-06-12 4:55:00,10006,357387
2020-06-12 5:00:00,10006,357942
2020-06-12 5:05:00,10006,36014
2020-06-12 5:10:00,10006,3655
2020-06-12 5:15:00,10006,367243
2020-06-12 5:20:00,10006,36778
2020-06-12 5:25:00,10006,368270
2020-06-12 5:30:00,10006,372448
2020-06-12 5:35:00,10006,377105
2020-06-12 5:40:00,10006,377638
2020-06-12 5:45:00,10006,379548
2020-06-12 5:50:00,10006,379744
2020-06-12 5:55:00,10006,38045
2020-06-12 6:00:00,10006,381278
2020-06-12 6:05:00,10006,3866
2020-06-12 6:10:00,10006,387046
2020-06-12 6:15:00,10006,387824
2020-06-12 6:20:00,10006,389172
2020-06-12 6:25:00,10006,39156
2020-06-12 6:30:00,10006,39591
2020-06-12 6:35:00,10006,39836
2020-06-12 6:40:00,10006,39866
2020-06-12 6:45:00,10006,40245
2020-06-12 6:50:00,10006,40276
2020-06-12 6:55:00,10006,40615
2020-06-12 7:00:00,10006,40618
2020-06-12 7:05:00,10006,407573
2020-06-12 7:10:00,10006,407822
2020-06-12 7:15:00,10006,40860
2020-06-12 7:20:00,10006,40994
2020-06-12 7:25:00,10006,411367
2020-06-12 7:30:00,10006,411382
2020-06-12 7:35:00,10006,4117
2020-06-12 7:40:00,10006,412685
2020-06-12 7:45:00,10006,414277
2020-06-12 7:50:00,10006,41476
2020-06-12 7:55:00,10006,41640
2020-06-12 8:00:00,10006,4214
2020-06-12 8:05:00,10006,42319
2020-06-12 8:10:00,10006,426354
2020-06-12 8:15:00,10006,42968
2020-06-12 8:19:59,10006,430622
2020-06-12 8:24:59,10006,432518
2020-06-12 8:29:59,10006,432535
2020-06-12 8:34:59,10006,442942
2020-06-12 8:39:59,10006,448582
2020-06-12 8:44:59,10006,45102
2020-06-12 8:49:59,10006,45439
2020-06-12 8:54:59,10006,456815
2020-06-12 8:59:59,10006,45767
2020-06-12 9:04:59,10006,45804
2020-06-12 9:09:59,10006,463519
2020-06-12 9:14:59,10006,463520
2020-06-12 9:19:59,10006,463521
2020-06-12 9:24:59,10006,463522
2020-06-12 9:29:59,10006,463523
2020-06-12 9:34:59,10006,463524
2020-06-12 9:39:59,10006,463525
2020-06-12 9:44:59,10006,463526
2020-06-12 9:49:59,10006,463527
2020-06-12 9:54:59,10006,463528
2020-06-12 9:59:59,10006,463529
2020-06-12 10:04:59,10006,463530
2020-06-12 10:09:59,10006,463531
2020-06-12 10:14:59,10006,463532
2020-06-12 10:19:59,10006,463533
2020-06-12 10:24:59,10006,463534
2020-06-12 10:29:59,10006,463535
2020-06-12 10:34:59,10006,463536
2020-06-12 10:39:59,10006,463537
2020-06-12 10:44:59,10006,463538
2020-06-12 10:49:59,10006,463539
2020-06-12 10:54:59,10006,463540
2020-06-12 10:59:59,10006,463541
2020-06-12 11:04:59,10006,463542
2020-06-12 11:09:59,10006,463543
2020-06-12 11:14:59,10006,463544
2020-06-12 11:19:59,10006,463574
2020-06-12 11:24:59,10006,463616
2020-06-12 11:29:59,10006,463617
2020-06-12 11:34:59,10006,463618
2020-06-12 11:39:59,10006,463619
2020-06-12 11:44:59,10006,463620
2020-06-12 11:49:59,10006,463621
2020-06-12 11:54:59,10006,463622
2020-06-12 11:59:59,10006,463623
2020-06-12 12:04:59,10006,463624
2020-06-12 12:09:59,10006,463625
2020-06-12 12:14:59,10006,463626
2020-06-12 12:19:59,10006,463629
2020-06-12 12:24:59,10006,463638
2020-06-12 12:29:59,10006,463639
2020-06-12 12:34:59,10006,463640
2020-06-12 12:39:59,10006,463641
2020-06-12 12:44:59,10006,463642
2020-06-12 12:49:59,10006,463643
2020-06-12 12:54:59,10006,463644
2020-06-12 12:59:59,10006,463645
2020-06-12 13:04:59,10006,463646
2020-06-12 13:09:59,10006,463647
2020-06-12 13:14:59,10006,463648
2020-06-12 13:19:59,10006,463649
2020-06-12 13:24:59,10006,463650
2020-06-12 13:29:59,10006,463651
2020-06-12 13:34:59,10006,463652
2020-06-12 13:39:59,10006,463653
2020-06-12 13:44:59,10006,463654
2020-06-12 13:49:59,10006,463655
2020-06-12 13:54:59,10006,463656
2020-06-12 13:59:59,10006,463657
2020-06-12 14:04:59,10006,463658
2020-06-12 14:09:59,10006,463659
2020-06-12 14:14:59,10006,463660
2020-06-12 14:19:59,10006,463661
2020-06-12 14:24:59,10006,463662
2020-06-12 14:29:59,10006,463663
2020-06-12 14:34:59,10006,463664
2020-06-12 14:39:59,10006,463665
2020-06-12 14:44:59,10006,463666
2020-06-12 14:49:59,10006,463667
2020-06-12 14:54:59,10006,463668
2020-06-12 14:59:59,10006,463669
2020-06-12 15:04:59,10006,463670
2020-06-12 15:09:59,10006,463671
2020-06-12 15:14:59,10006,463672
2020-06-12 15:19:59,10006,463673
2020-06-12 15:24:59,10006,463674
2020-06-12 15:29:59,10006,463675
2020-06-12 15:34:59,10006,463676
2020-06-12 15:39:59,10006,46733
2020-06-12 15:44:59,10006,4696
2020-06-12 15:49:59,10006,47048
2020-06-12 15:54:59,10006,47583
2020-06-12 15:59:59,10006,48700
2020-06-12 16:04:59,10006,48784
2020-06-12 16:09:59,10006,49189
2020-06-12 16:14:59,10006,49391
2020-06-12 16:19:59,10006,49984
2020-06-12 16:24:59,10006,50023
2020-06-12 16:29:59,10006,50145
2020-06-12 16:34:59,10006,50148
2020-06-12 16:39:59,10006,504
2020-06-12 16:44:59,10006,5130
2020-06-12 16:49:59,10006,51652
2020-06-12 16:54:59,10006,51686
2020-06-12 16:59:59,10006,5180
2020-06-12 17:04:59,10006,52600
2020-06-12 17:09:59,10006,53346
2020-06-12 17:14:59,10006,54568
2020-06-12 17:19:59,10006,54736
2020-06-12 17:24:59,10006,55312
2020-06-12 17:29:59,10006,55370
2020-06-12 17:34:59,10006,55705
2020-06-12 17:39:59,10006,55920
2020-06-12 17:44:59,10006,57286
2020-06-12 17:49:59,10006,57501
2020-06-12 17:54:59,10006,57824
2020-06-12 17:59:59,10006,57862
2020-06-12 18:04:59,10006,57863
2020-06-12 18:09:59,10006,58978
2020-06-12 18:14:59,10006,59122
2020-06-12 18:19:59,10006,5928
2020-06-12 18:24:59,10006,61028
2020-06-12 18:29:59,10006,61215
2020-06-12 18:34:59,10006,63228
2020-06-12 18:39:59,10006,6357
2020-06-12 18:44:59,10006,64118
2020-06-12 18:49:59,10006,64655
2020-06-12 18:54:59,10006,64658
2020-06-12 18:59:59,10006,65320
2020-06-12 19:04:59,1000,66670
2020-06-12 19:09:59,10006,67215
2020-06-12 19:14:59,10006,67823
2020-06-12 19:19:59,10006,69879
2020-06-12 19:24:59,1000,67113
2020-06-12 19:29:59,1000,67114
2020-06-12 19:34:59,1000,67115
2020-06-12 19:39:59,1000,67116
2020-06-12 19:44:59,1000,67117
2020-06-12 19:49:59,1000,67118
2020-06-12 19:54:59,1000,67119
2020-06-12 19:59:59,1000,67121
2020-06-12 20:04:59,10006,71380
2020-06-12 20:09:59,1000,67139
2020-06-12 20:14:59,1000,67140
2020-06-12 20:19:59,1000,67141
2020-06-12 20:24:59,1000,67142
2020-06-12 20:29:59,1000,67143
2020-06-12 20:34:59,1000,67144
2020-06-12 20:39:59,1000,67145
2020-06-12 20:44:59,1000,67146
2020-06-12 20:49:59,1000,67147
2020-06-12 20:54:59,1000,67148
2020-06-12 20:59:59,1000,67149
2020-06-12 21:04:59,1000,67150
2020-06-12 21:09:59,10006,71506
2020-06-12 21:14:59,1000,67151
2020-06-12 21:19:59,1000,67152
2020-06-12 21:24:59,10006,7169
2020-06-12 21:29:59,10006,73251
2020-06-12 21:34:59,10006,7383
2020-06-12 21:39:59,10006,77258
2020-06-12 21:44:59,10006,78243
2020-06-12 21:49:59,10006,78308
2020-06-12 21:54:59,10006,78479
2020-06-12 21:59:59,10006,7868
2020-06-12 22:04:59,10006,79929
2020-06-12 22:09:59,10006,8051
2020-06-12 22:14:59,10006,80727
2020-06-12 22:19:59,10006,81252
2020-06-12 22:24:59,10006,81816
2020-06-12 22:29:59,10006,82304
2020-06-12 22:34:59,10006,83076
2020-06-12 22:39:59,10006,84190
2020-06-12 22:44:59,10006,85545
2020-06-12 22:49:59,10006,85556
2020-06-13 0:00:00,10006,86401
2020-06-13 0:20:00,10006,86504
2020-06-13 0:40:00,10006,87065
2020-06-13 1:00:00,10006,8727
2020-06-13 1:20:00,10006,87366
2020-06-13 1:40:00,10006,87770
2020-06-13 2:00:00,10006,90311
2020-06-13 2:20:00,10006,92554
2020-06-13 2:40:00,10006,92644
2020-06-13 3:00:00,10006,9484
2020-06-13 3:20:00,10006,95232
2020-06-13 3:40:00,10006,95356
2020-06-13 4:00:00,10006,96602
2020-06-13 4:20:00,10006,96750
2020-06-13 4:40:00,10006,988
2020-06-13 5:00:00,10006,9995
2020-06-13 5:20:00,10007,10018
2020-06-13 5:40:00,10007,10050
2020-06-13 6:00:00,10007,10052
2020-06-14 0:00:00,10007,104570
2020-06-14 0:20:00,10007,105
2020-06-14 0:40:00,10007,105790
2020-06-14 1:00:00,10007,10814
2020-06-14 1:20:00,10007,11789
2020-06-14 1:40:00,10007,189587
2020-06-14 2:00:00,10007,19446
2020-06-14 2:20:00,10007,21987
2020-06-14 2:40:00,10007,222088
2020-06-15 2:20:00,10007,227140
2020-06-15 10:00:00,10007,227153
2020-06-16 0:00:00,10007,230361
2020-06-16 0:00:10,10007,234964
2020-06-16 0:00:20,10007,25445
2020-06-16 0:00:30,10007,256424
2020-06-16 0:00:40,10007,259692
2020-06-16 0:00:50,10007,259740
2020-06-16 0:01:00,10007,263444
2020-06-16 0:01:10,10007,263454
2020-06-16 0:01:20,10007,263597
2020-06-16 0:01:30,10007,267809
2020-06-16 0:01:40,10007,272645
2020-06-16 0:01:50,10007,28050
2020-06-16 0:02:00,10007,287201
2020-06-16 0:02:10,10007,296265
2020-06-16 0:02:20,10007,317856
2020-06-16 0:02:30,10007,36087
2020-06-16 0:02:40,10007,368173
2020-06-16 0:02:50,10007,389497
2020-06-16 0:03:00,10007,42990
2020-06-16 0:03:10,10007,463235
2020-06-16 0:03:20,10007,463236
2020-06-16 0:03:30,10007,463237
2020-06-16 0:03:40,10007,463238
2020-06-16 0:03:50,10007,463239
2020-06-16 0:04:00,10007,463240
2020-06-16 0:04:10,10007,463241
2020-06-16 0:04:20,10007,463242
2020-06-16 0:04:30,10007,463243
2020-06-16 0:04:40,10007,463244
2020-06-16 0:04:50,10007,463245
2020-06-16 0:05:00,10007,463246
2020-06-16 0:05:10,10007,463247
2020-06-16 0:05:20,10007,463248
2020-06-16 0:05:30,10007,463249
2020-06-16 0:05:40,10007,463250
2020-06-16 0:05:50,10007,463251
2020-06-16 0:06:00,10007,47568
2020-06-16 0:06:10,10007,48079
2020-06-16 0:06:20,10007,49846
2020-06-16 0:06:30,10007,50558
2020-06-16 0:06:40,10007,54866
2020-06-16 0:06:50,10007,6994
2020-06-16 0:07:00,10007,7397
2020-06-16 0:07:20,10007,8770
2020-06-16 0:07:40,10007,93940
2020-06-16 0:08:00,10008,10082
2020-06-16 0:08:21,10008,105
2020-06-16 0:08:41,10008,105103
2020-06-16 0:09:01,10008,10868
2020-06-16 0:09:21,10008,11263
2020-06-16 0:09:41,10008,16557
2020-06-16 0:10:02,10008,17143
2020-06-16 0:10:22,10008,17222
2020-06-16 0:10:42,10008,21066
2020-06-16 0:11:02,10008,223346
2020-06-16 0:11:22,10008,223548
2020-06-16 0:11:43,10008,23288
2020-06-16 0:12:03,10008,259809
2020-06-16 0:12:23,10008,260192
2020-06-16 0:12:43,10008,26472
2020-06-16 0:13:03,10008,269537
2020-06-16 0:13:24,10008,29306
2020-06-16 0:13:44,10008,29822
2020-06-16 0:14:04,10008,318286
2020-06-16 0:14:24,10008,35118
2020-06-16 0:14:45,10008,358467
2020-06-16 0:15:05,10008,37829
2020-06-16 0:15:25,10008,3814
2020-06-16 0:15:45,10008,3883
2020-06-16 0:16:05,10008,398298
2020-06-16 0:16:26,10008,40832
2020-06-16 0:16:46,10008,410699
2020-06-16 0:17:06,10008,42319
2020-06-16 0:17:26,10008,42957
2020-06-16 0:17:46,10008,463990
2020-06-16 0:18:07,10008,463991
2020-06-16 0:18:27,10008,463992
2020-06-16 0:18:47,10008,463993
2020-06-16 0:19:07,10008,463994
2020-06-16 0:19:27,10008,463995
2020-06-16 0:19:48,10008,463996
2020-06-16 0:20:08,10008,463997
2020-06-16 0:20:28,10008,463998
2020-06-16 0:20:48,10008,463999
2020-06-16 0:21:08,10008,464000
2020-06-16 0:21:29,10008,464001
2020-06-16 0:21:49,10008,464002
2020-06-16 0:22:09,10008,464003
2020-06-16 0:22:29,10008,464004
2020-06-16 0:22:49,10008,464005
2020-06-16 0:23:10,10008,464006
2020-06-16 0:23:30,10008,464007
2020-06-16 0:23:50,10008,464008
2020-06-16 0:24:10,10008,47259
2020-06-16 0:24:30,10008,47999
2020-06-16 0:24:51,10008,48995
2020-06-16 0:25:11,10008,50576
2020-06-16 0:25:31,10008,5118
2020-06-16 0:25:51,10008,51362
2020-06-16 0:26:11,10008,53200
2020-06-16 0:26:32,10008,55279
2020-06-16 0:26:52,10008,57341
2020-06-16 0:27:12,10008,59158
2020-06-16 0:27:32,10008,59619
2020-06-16 0:27:53,10008,63138
2020-06-16 0:28:13,10008,6884
2020-06-16 0:28:33,10008,694
2020-06-16 0:28:53,10008,80632
2020-06-16 0:29:13,10008,8936
2020-06-16 0:29:34,10008,9439
2020-06-16 0:29:54,10008,97604
2020-06-16 0:30:14,10009,10015
2020-06-16 0:30:34,10009,10023
